Date,Energy_Consumption_Wh,Hour,Is_Anomaly
2016-01-12 17:20:00,210,17,True
2016-01-12 17:30:00,380,17,True
2016-01-12 17:40:00,370,17,True
2016-01-12 17:50:00,230,17,True
2016-01-12 18:00:00,80,18,False
2016-01-12 18:10:00,90,18,False
2016-01-12 18:20:00,70,18,False
2016-01-12 18:30:00,40,18,False
2016-01-12 18:40:00,40,18,False
2016-01-12 18:50:00,30,18,False
2016-01-12 19:00:00,50,19,False
2016-01-12 19:10:00,50,19,False
2016-01-12 19:20:00,60,19,False
2016-01-12 19:30:00,50,19,False
2016-01-12 19:40:00,60,19,False
2016-01-12 19:50:00,60,19,False
2016-01-12 20:00:00,60,20,False
2016-01-12 20:10:00,50,20,False
2016-01-12 20:20:00,50,20,False
2016-01-12 20:30:00,50,20,False
2016-01-12 20:40:00,50,20,False
2016-01-12 20:50:00,50,20,False
2016-01-12 21:00:00,60,21,False
2016-01-12 21:10:00,60,21,False
2016-01-12 21:20:00,40,21,False
2016-01-12 21:30:00,30,21,False
2016-01-12 21:40:00,30,21,False
2016-01-12 21:50:00,30,21,False
2016-01-12 22:00:00,40,22,False
2016-01-12 22:10:00,50,22,False
2016-01-12 22:20:00,50,22,False
2016-01-12 22:30:00,50,22,False
2016-01-12 22:40:00,40,22,False
2016-01-12 22:50:00,50,22,False
2016-01-12 23:00:00,40,23,False
2016-01-12 23:10:00,40,23,False
2016-01-12 23:20:00,40,23,False
2016-01-12 23:30:00,40,23,False
2016-01-12 23:40:00,50,23,False
2016-01-12 23:50:00,50,23,False
2016-01-13 00:00:00,50,0,False
2016-01-13 00:10:00,30,0,False
2016-01-13 00:20:00,20,0,False
2016-01-13 00:30:00,30,0,False
2016-01-13 00:40:00,20,0,False
2016-01-13 00:50:00,40,0,False
2016-01-13 01:00:00,50,1,False
2016-01-13 01:10:00,60,1,False
2016-01-13 01:20:00,50,1,False
2016-01-13 01:30:00,40,1,False
2016-01-13 01:40:00,40,1,False
2016-01-13 01:50:00,50,1,False
2016-01-13 02:00:00,40,2,False
2016-01-13 02:10:00,40,2,False
2016-01-13 02:20:00,50,2,False
2016-01-13 02:30:00,50,2,False
2016-01-13 02:40:00,50,2,False
2016-01-13 02:50:00,40,2,False
2016-01-13 03:00:00,30,3,False
2016-01-13 03:10:00,20,3,False
2016-01-13 03:20:00,20,3,False
2016-01-13 03:30:00,20,3,False
2016-01-13 03:40:00,50,3,False
2016-01-13 03:50:00,50,3,False
2016-01-13 04:00:00,50,4,False
2016-01-13 04:10:00,40,4,False
2016-01-13 04:20:00,40,4,False
2016-01-13 04:30:00,50,4,False
2016-01-13 04:40:00,40,4,False
2016-01-13 04:50:00,50,4,False
2016-01-13 05:00:00,50,5,False
2016-01-13 05:10:00,50,5,False
2016-01-13 05:20:00,40,5,False
2016-01-13 05:30:00,40,5,False
2016-01-13 05:40:00,50,5,False
2016-01-13 05:50:00,20,5,False
2016-01-13 06:00:00,20,6,False
2016-01-13 06:10:00,50,6,False
2016-01-13 06:20:00,30,6,False
2016-01-13 06:30:00,50,6,False
2016-01-13 06:40:00,50,6,False
2016-01-13 06:50:00,200,6,True
2016-01-13 07:00:00,110,7,False
2016-01-13 07:10:00,80,7,False
2016-01-13 07:20:00,50,7,False
2016-01-13 07:30:00,50,7,False
2016-01-13 07:40:00,50,7,False
2016-01-13 07:50:00,40,7,False
2016-01-13 08:00:00,40,8,False
2016-01-13 08:10:00,30,8,False
2016-01-13 08:20:00,180,8,True
2016-01-13 08:30:00,350,8,True
2016-01-13 08:40:00,350,8,True
2016-01-13 08:50:00,300,8,True
2016-01-13 09:00:00,400,9,True
2016-01-13 09:10:00,390,9,True
2016-01-13 09:20:00,290,9,True
2016-01-13 09:30:00,60,9,False
2016-01-13 09:40:00,70,9,False
2016-01-13 09:50:00,110,9,False
2016-01-13 10:00:00,90,10,False
2016-01-13 10:10:00,60,10,False
2016-01-13 10:20:00,70,10,False
2016-01-13 10:30:00,80,10,False
2016-01-13 10:40:00,60,10,False
2016-01-13 10:50:00,40,10,False
2016-01-13 11:00:00,30,11,False
2016-01-13 11:10:00,70,11,False
2016-01-13 11:20:00,50,11,False
2016-01-13 11:30:00,80,11,False
2016-01-13 11:40:00,80,11,False
2016-01-13 11:50:00,50,11,False
2016-01-13 12:00:00,40,12,False
2016-01-13 12:10:00,50,12,False
2016-01-13 12:20:00,40,12,False
2016-01-13 12:30:00,40,12,False
2016-01-13 12:40:00,50,12,False
2016-01-13 12:50:00,30,12,False
2016-01-13 13:00:00,30,13,False
2016-01-13 13:10:00,20,13,False
2016-01-13 13:20:00,20,13,False
2016-01-13 13:30:00,50,13,False
2016-01-13 13:40:00,40,13,False
2016-01-13 13:50:00,50,13,False
2016-01-13 14:00:00,40,14,False
2016-01-13 14:10:00,60,14,False
2016-01-13 14:20:00,40,14,False
2016-01-13 14:30:00,40,14,False
2016-01-13 14:40:00,50,14,False
2016-01-13 14:50:00,40,14,False
2016-01-13 15:00:00,40,15,False
2016-01-13 15:10:00,30,15,False
2016-01-13 15:20:00,30,15,False
2016-01-13 15:30:00,30,15,False
2016-01-13 15:40:00,40,15,False
2016-01-13 15:50:00,80,15,False
2016-01-13 16:00:00,70,16,False
2016-01-13 16:10:00,80,16,False
2016-01-13 16:20:00,70,16,False
2016-01-13 16:30:00,80,16,False
2016-01-13 16:40:00,80,16,False
2016-01-13 16:50:00,100,16,False
2016-01-13 17:00:00,90,17,False
2016-01-13 17:10:00,100,17,False
2016-01-13 17:20:00,90,17,False
2016-01-13 17:30:00,110,17,False
2016-01-13 17:40:00,90,17,False
2016-01-13 17:50:00,100,17,False
2016-01-13 18:00:00,100,18,False
2016-01-13 18:10:00,110,18,False
2016-01-13 18:20:00,100,18,False
2016-01-13 18:30:00,90,18,False
2016-01-13 18:40:00,90,18,False
2016-01-13 18:50:00,180,18,True
2016-01-13 19:00:00,140,19,False
2016-01-13 19:10:00,100,19,False
2016-01-13 19:20:00,110,19,False
2016-01-13 19:30:00,340,19,True
2016-01-13 19:40:00,380,19,True
2016-01-13 19:50:00,210,19,True
2016-01-13 20:00:00,150,20,False
2016-01-13 20:10:00,330,20,True
2016-01-13 20:20:00,420,20,True
2016-01-13 20:30:00,330,20,True
2016-01-13 20:40:00,130,20,False
2016-01-13 20:50:00,130,20,False
2016-01-13 21:00:00,110,21,False
2016-01-13 21:10:00,250,21,True
2016-01-13 21:20:00,520,21,True
2016-01-13 21:30:00,360,21,True
2016-01-13 21:40:00,330,21,True
2016-01-13 21:50:00,310,21,True
2016-01-13 22:00:00,270,22,True
2016-01-13 22:10:00,230,22,True
2016-01-13 22:20:00,170,22,False
2016-01-13 22:30:00,60,22,False
2016-01-13 22:40:00,30,22,False
2016-01-13 22:50:00,30,22,False
2016-01-13 23:00:00,30,23,False
2016-01-13 23:10:00,40,23,False
2016-01-13 23:20:00,50,23,False
2016-01-13 23:30:00,50,23,False
2016-01-13 23:40:00,40,23,False
2016-01-13 23:50:00,40,23,False
2016-01-14 00:00:00,50,0,False
2016-01-14 00:10:00,50,0,False
2016-01-14 00:20:00,40,0,False
2016-01-14 00:30:00,60,0,False
2016-01-14 00:40:00,40,0,False
2016-01-14 00:50:00,40,0,False
2016-01-14 01:00:00,50,1,False
2016-01-14 01:10:00,40,1,False
2016-01-14 01:20:00,30,1,False
2016-01-14 01:30:00,30,1,False
2016-01-14 01:40:00,30,1,False
2016-01-14 01:50:00,40,1,False
2016-01-14 02:00:00,40,2,False
2016-01-14 02:10:00,50,2,False
2016-01-14 02:20:00,40,2,False
2016-01-14 02:30:00,40,2,False
2016-01-14 02:40:00,40,2,False
2016-01-14 02:50:00,50,2,False
2016-01-14 03:00:00,50,3,False
2016-01-14 03:10:00,50,3,False
2016-01-14 03:20:00,40,3,False
2016-01-14 03:30:00,50,3,False
2016-01-14 03:40:00,40,3,False
2016-01-14 03:50:00,40,3,False
2016-01-14 04:00:00,20,4,False
2016-01-14 04:10:00,30,4,False
2016-01-14 04:20:00,30,4,False
2016-01-14 04:30:00,40,4,False
2016-01-14 04:40:00,50,4,False
2016-01-14 04:50:00,40,4,False
2016-01-14 05:00:00,40,5,False
2016-01-14 05:10:00,50,5,False
2016-01-14 05:20:00,40,5,False
2016-01-14 05:30:00,50,5,False
2016-01-14 05:40:00,50,5,False
2016-01-14 05:50:00,40,5,False
2016-01-14 06:00:00,50,6,False
2016-01-14 06:10:00,40,6,False
2016-01-14 06:20:00,40,6,False
2016-01-14 06:30:00,40,6,False
2016-01-14 06:40:00,40,6,False
2016-01-14 06:50:00,30,6,False
2016-01-14 07:00:00,70,7,False
2016-01-14 07:10:00,360,7,True
2016-01-14 07:20:00,400,7,True
2016-01-14 07:30:00,70,7,False
2016-01-14 07:40:00,70,7,False
2016-01-14 07:50:00,390,7,True
2016-01-14 08:00:00,100,8,False
2016-01-14 08:10:00,80,8,False
2016-01-14 08:20:00,70,8,False
2016-01-14 08:30:00,170,8,False
2016-01-14 08:40:00,360,8,True
2016-01-14 08:50:00,180,8,True
2016-01-14 09:00:00,130,9,False
2016-01-14 09:10:00,70,9,False
2016-01-14 09:20:00,70,9,False
2016-01-14 09:30:00,180,9,True
2016-01-14 09:40:00,170,9,False
2016-01-14 09:50:00,390,9,True
2016-01-14 10:00:00,420,10,True
2016-01-14 10:10:00,340,10,True
2016-01-14 10:20:00,550,10,True
2016-01-14 10:30:00,690,10,True
2016-01-14 10:40:00,620,10,True
2016-01-14 10:50:00,610,10,True
2016-01-14 11:00:00,490,11,True
2016-01-14 11:10:00,260,11,True
2016-01-14 11:20:00,240,11,True
2016-01-14 11:30:00,220,11,True
2016-01-14 11:40:00,130,11,False
2016-01-14 11:50:00,90,11,False
2016-01-14 12:00:00,290,12,True
2016-01-14 12:10:00,410,12,True
2016-01-14 12:20:00,320,12,True
2016-01-14 12:30:00,260,12,True
2016-01-14 12:40:00,210,12,True
2016-01-14 12:50:00,210,12,True
2016-01-14 13:00:00,140,13,False
2016-01-14 13:10:00,60,13,False
2016-01-14 13:20:00,50,13,False
2016-01-14 13:30:00,60,13,False
2016-01-14 13:40:00,50,13,False
2016-01-14 13:50:00,60,13,False
2016-01-14 14:00:00,140,14,False
2016-01-14 14:10:00,270,14,True
2016-01-14 14:20:00,200,14,True
2016-01-14 14:30:00,60,14,False
2016-01-14 14:40:00,50,14,False
2016-01-14 14:50:00,60,14,False
2016-01-14 15:00:00,80,15,False
2016-01-14 15:10:00,50,15,False
2016-01-14 15:20:00,40,15,False
2016-01-14 15:30:00,50,15,False
2016-01-14 15:40:00,50,15,False
2016-01-14 15:50:00,40,15,False
2016-01-14 16:00:00,30,16,False
2016-01-14 16:10:00,30,16,False
2016-01-14 16:20:00,200,16,True
2016-01-14 16:30:00,450,16,True
2016-01-14 16:40:00,400,16,True
2016-01-14 16:50:00,740,16,True
2016-01-14 17:00:00,910,17,True
2016-01-14 17:10:00,610,17,True
2016-01-14 17:20:00,510,17,True
2016-01-14 17:30:00,190,17,True
2016-01-14 17:40:00,110,17,False
2016-01-14 17:50:00,100,17,False
2016-01-14 18:00:00,90,18,False
2016-01-14 18:10:00,110,18,False
2016-01-14 18:20:00,100,18,False
2016-01-14 18:30:00,110,18,False
2016-01-14 18:40:00,100,18,False
2016-01-14 18:50:00,790,18,True
2016-01-14 19:00:00,380,19,True
2016-01-14 19:10:00,360,19,True
2016-01-14 19:20:00,360,19,True
2016-01-14 19:30:00,100,19,False
2016-01-14 19:40:00,100,19,False
2016-01-14 19:50:00,90,19,False
2016-01-14 20:00:00,90,20,False
2016-01-14 20:10:00,110,20,False
2016-01-14 20:20:00,140,20,False
2016-01-14 20:30:00,110,20,False
2016-01-14 20:40:00,100,20,False
2016-01-14 20:50:00,110,20,False
2016-01-14 21:00:00,130,21,False
2016-01-14 21:10:00,140,21,False
2016-01-14 21:20:00,130,21,False
2016-01-14 21:30:00,120,21,False
2016-01-14 21:40:00,100,21,False
2016-01-14 21:50:00,80,21,False
2016-01-14 22:00:00,50,22,False
2016-01-14 22:10:00,50,22,False
2016-01-14 22:20:00,50,22,False
2016-01-14 22:30:00,40,22,False
2016-01-14 22:40:00,50,22,False
2016-01-14 22:50:00,50,22,False
2016-01-14 23:00:00,50,23,False
2016-01-14 23:10:00,40,23,False
2016-01-14 23:20:00,30,23,False
2016-01-14 23:30:00,30,23,False
2016-01-14 23:40:00,40,23,False
2016-01-14 23:50:00,40,23,False
2016-01-15 00:00:00,50,0,False
2016-01-15 00:10:00,60,0,False
2016-01-15 00:20:00,50,0,False
2016-01-15 00:30:00,60,0,False
2016-01-15 00:40:00,50,0,False
2016-01-15 00:50:00,50,0,False
2016-01-15 01:00:00,50,1,False
2016-01-15 01:10:00,50,1,False
2016-01-15 01:20:00,50,1,False
2016-01-15 01:30:00,50,1,False
2016-01-15 01:40:00,60,1,False
2016-01-15 01:50:00,50,1,False
2016-01-15 02:00:00,50,2,False
2016-01-15 02:10:00,50,2,False
2016-01-15 02:20:00,50,2,False
2016-01-15 02:30:00,40,2,False
2016-01-15 02:40:00,50,2,False
2016-01-15 02:50:00,40,2,False
2016-01-15 03:00:00,30,3,False
2016-01-15 03:10:00,40,3,False
2016-01-15 03:20:00,30,3,False
2016-01-15 03:30:00,60,3,False
2016-01-15 03:40:00,50,3,False
2016-01-15 03:50:00,50,3,False
2016-01-15 04:00:00,40,4,False
2016-01-15 04:10:00,50,4,False
2016-01-15 04:20:00,60,4,False
2016-01-15 04:30:00,50,4,False
2016-01-15 04:40:00,50,4,False
2016-01-15 04:50:00,50,4,False
2016-01-15 05:00:00,50,5,False
2016-01-15 05:10:00,40,5,False
2016-01-15 05:20:00,50,5,False
2016-01-15 05:30:00,50,5,False
2016-01-15 05:40:00,50,5,False
2016-01-15 05:50:00,60,5,False
2016-01-15 06:00:00,50,6,False
2016-01-15 06:10:00,40,6,False
2016-01-15 06:20:00,50,6,False
2016-01-15 06:30:00,50,6,False
2016-01-15 06:40:00,50,6,False
2016-01-15 06:50:00,30,6,False
2016-01-15 07:00:00,70,7,False
2016-01-15 07:10:00,50,7,False
2016-01-15 07:20:00,50,7,False
2016-01-15 07:30:00,50,7,False
2016-01-15 07:40:00,50,7,False
2016-01-15 07:50:00,40,7,False
2016-01-15 08:00:00,50,8,False
2016-01-15 08:10:00,50,8,False
2016-01-15 08:20:00,150,8,False
2016-01-15 08:30:00,390,8,True
2016-01-15 08:40:00,390,8,True
2016-01-15 08:50:00,380,8,True
2016-01-15 09:00:00,400,9,True
2016-01-15 09:10:00,370,9,True
2016-01-15 09:20:00,310,9,True
2016-01-15 09:30:00,40,9,False
2016-01-15 09:40:00,50,9,False
2016-01-15 09:50:00,70,9,False
2016-01-15 10:00:00,60,10,False
2016-01-15 10:10:00,90,10,False
2016-01-15 10:20:00,60,10,False
2016-01-15 10:30:00,60,10,False
2016-01-15 10:40:00,100,10,False
2016-01-15 10:50:00,380,10,True
2016-01-15 11:00:00,390,11,True
2016-01-15 11:10:00,130,11,False
2016-01-15 11:20:00,60,11,False
2016-01-15 11:30:00,60,11,False
2016-01-15 11:40:00,50,11,False
2016-01-15 11:50:00,60,11,False
2016-01-15 12:00:00,60,12,False
2016-01-15 12:10:00,240,12,True
2016-01-15 12:20:00,80,12,False
2016-01-15 12:30:00,80,12,False
2016-01-15 12:40:00,400,12,True
2016-01-15 12:50:00,400,12,True
2016-01-15 13:00:00,460,13,True
2016-01-15 13:10:00,170,13,False
2016-01-15 13:20:00,210,13,True
2016-01-15 13:30:00,190,13,True
2016-01-15 13:40:00,70,13,False
2016-01-15 13:50:00,80,13,False
2016-01-15 14:00:00,60,14,False
2016-01-15 14:10:00,70,14,False
2016-01-15 14:20:00,60,14,False
2016-01-15 14:30:00,70,14,False
2016-01-15 14:40:00,60,14,False
2016-01-15 14:50:00,60,14,False
2016-01-15 15:00:00,60,15,False
2016-01-15 15:10:00,60,15,False
2016-01-15 15:20:00,60,15,False
2016-01-15 15:30:00,50,15,False
2016-01-15 15:40:00,50,15,False
2016-01-15 15:50:00,60,15,False
2016-01-15 16:00:00,50,16,False
2016-01-15 16:10:00,50,16,False
2016-01-15 16:20:00,70,16,False
2016-01-15 16:30:00,50,16,False
2016-01-15 16:40:00,60,16,False
2016-01-15 16:50:00,60,16,False
2016-01-15 17:00:00,90,17,False
2016-01-15 17:10:00,100,17,False
2016-01-15 17:20:00,90,17,False
2016-01-15 17:30:00,100,17,False
2016-01-15 17:40:00,110,17,False
2016-01-15 17:50:00,100,17,False
2016-01-15 18:00:00,80,18,False
2016-01-15 18:10:00,110,18,False
2016-01-15 18:20:00,260,18,True
2016-01-15 18:30:00,350,18,True
2016-01-15 18:40:00,500,18,True
2016-01-15 18:50:00,370,18,True
2016-01-15 19:00:00,330,19,True
2016-01-15 19:10:00,100,19,False
2016-01-15 19:20:00,110,19,False
2016-01-15 19:30:00,140,19,False
2016-01-15 19:40:00,310,19,True
2016-01-15 19:50:00,330,19,True
2016-01-15 20:00:00,190,20,True
2016-01-15 20:10:00,160,20,False
2016-01-15 20:20:00,160,20,False
2016-01-15 20:30:00,480,20,True
2016-01-15 20:40:00,280,20,True
2016-01-15 20:50:00,130,20,False
2016-01-15 21:00:00,150,21,False
2016-01-15 21:10:00,140,21,False
2016-01-15 21:20:00,130,21,False
2016-01-15 21:30:00,130,21,False
2016-01-15 21:40:00,340,21,True
2016-01-15 21:50:00,490,21,True
2016-01-15 22:00:00,230,22,True
2016-01-15 22:10:00,360,22,True
2016-01-15 22:20:00,410,22,True
2016-01-15 22:30:00,150,22,False
2016-01-15 22:40:00,80,22,False
2016-01-15 22:50:00,80,22,False
2016-01-15 23:00:00,70,23,False
2016-01-15 23:10:00,70,23,False
2016-01-15 23:20:00,70,23,False
2016-01-15 23:30:00,60,23,False
2016-01-15 23:40:00,60,23,False
2016-01-15 23:50:00,50,23,False
2016-01-16 00:00:00,50,0,False
2016-01-16 00:10:00,50,0,False
2016-01-16 00:20:00,30,0,False
2016-01-16 00:30:00,20,0,False
2016-01-16 00:40:00,40,0,False
2016-01-16 00:50:00,50,0,False
2016-01-16 01:00:00,50,1,False
2016-01-16 01:10:00,50,1,False
2016-01-16 01:20:00,60,1,False
2016-01-16 01:30:00,50,1,False
2016-01-16 01:40:00,60,1,False
2016-01-16 01:50:00,50,1,False
2016-01-16 02:00:00,40,2,False
2016-01-16 02:10:00,50,2,False
2016-01-16 02:20:00,50,2,False
2016-01-16 02:30:00,50,2,False
2016-01-16 02:40:00,50,2,False
2016-01-16 02:50:00,40,2,False
2016-01-16 03:00:00,30,3,False
2016-01-16 03:10:00,30,3,False
2016-01-16 03:20:00,40,3,False
2016-01-16 03:30:00,50,3,False
2016-01-16 03:40:00,50,3,False
2016-01-16 03:50:00,50,3,False
2016-01-16 04:00:00,50,4,False
2016-01-16 04:10:00,60,4,False
2016-01-16 04:20:00,50,4,False
2016-01-16 04:30:00,50,4,False
2016-01-16 04:40:00,40,4,False
2016-01-16 04:50:00,50,4,False
2016-01-16 05:00:00,50,5,False
2016-01-16 05:10:00,50,5,False
2016-01-16 05:20:00,50,5,False
2016-01-16 05:30:00,30,5,False
2016-01-16 05:40:00,30,5,False
2016-01-16 05:50:00,30,5,False
2016-01-16 06:00:00,50,6,False
2016-01-16 06:10:00,50,6,False
2016-01-16 06:20:00,40,6,False
2016-01-16 06:30:00,60,6,False
2016-01-16 06:40:00,60,6,False
2016-01-16 06:50:00,50,6,False
2016-01-16 07:00:00,50,7,False
2016-01-16 07:10:00,50,7,False
2016-01-16 07:20:00,220,7,True
2016-01-16 07:30:00,390,7,True
2016-01-16 07:40:00,380,7,True
2016-01-16 07:50:00,390,7,True
2016-01-16 08:00:00,390,8,True
2016-01-16 08:10:00,240,8,True
2016-01-16 08:20:00,40,8,False
2016-01-16 08:30:00,70,8,False
2016-01-16 08:40:00,50,8,False
2016-01-16 08:50:00,50,8,False
2016-01-16 09:00:00,70,9,False
2016-01-16 09:10:00,60,9,False
2016-01-16 09:20:00,70,9,False
2016-01-16 09:30:00,60,9,False
2016-01-16 09:40:00,50,9,False
2016-01-16 09:50:00,60,9,False
2016-01-16 10:00:00,60,10,False
2016-01-16 10:10:00,80,10,False
2016-01-16 10:20:00,100,10,False
2016-01-16 10:30:00,60,10,False
2016-01-16 10:40:00,70,10,False
2016-01-16 10:50:00,60,10,False
2016-01-16 11:00:00,60,11,False
2016-01-16 11:10:00,50,11,False
2016-01-16 11:20:00,50,11,False
2016-01-16 11:30:00,40,11,False
2016-01-16 11:40:00,50,11,False
2016-01-16 11:50:00,70,11,False
2016-01-16 12:00:00,60,12,False
2016-01-16 12:10:00,60,12,False
2016-01-16 12:20:00,80,12,False
2016-01-16 12:30:00,80,12,False
2016-01-16 12:40:00,80,12,False
2016-01-16 12:50:00,90,12,False
2016-01-16 13:00:00,90,13,False
2016-01-16 13:10:00,100,13,False
2016-01-16 13:20:00,80,13,False
2016-01-16 13:30:00,90,13,False
2016-01-16 13:40:00,80,13,False
2016-01-16 13:50:00,80,13,False
2016-01-16 14:00:00,80,14,False
2016-01-16 14:10:00,80,14,False
2016-01-16 14:20:00,90,14,False
2016-01-16 14:30:00,70,14,False
2016-01-16 14:40:00,50,14,False
2016-01-16 14:50:00,60,14,False
2016-01-16 15:00:00,70,15,False
2016-01-16 15:10:00,80,15,False
2016-01-16 15:20:00,70,15,False
2016-01-16 15:30:00,370,15,True
2016-01-16 15:40:00,410,15,True
2016-01-16 15:50:00,250,15,True
2016-01-16 16:00:00,80,16,False
2016-01-16 16:10:00,70,16,False
2016-01-16 16:20:00,70,16,False
2016-01-16 16:30:00,80,16,False
2016-01-16 16:40:00,70,16,False
2016-01-16 16:50:00,80,16,False
2016-01-16 17:00:00,80,17,False
2016-01-16 17:10:00,150,17,False
2016-01-16 17:20:00,380,17,True
2016-01-16 17:30:00,290,17,True
2016-01-16 17:40:00,270,17,True
2016-01-16 17:50:00,420,17,True
2016-01-16 18:00:00,280,18,True
2016-01-16 18:10:00,300,18,True
2016-01-16 18:20:00,350,18,True
2016-01-16 18:30:00,270,18,True
2016-01-16 18:40:00,560,18,True
2016-01-16 18:50:00,1080,18,True
2016-01-16 19:00:00,750,19,True
